Account Name,Primary Contact,Main Phone,Account Number,Account Rating,Address 1: Address Type,Address 1: City,Address 1: Country/Region,Address 1: County,Address 1: Fax,Address 1: Freight Terms,Address 1: Latitude,Address 1: Longitude,Address 1: Name,Address 1: Post Office Box,Address 1: Primary Contact Name,Address 1: Shipping Method,Address 1: State/Province,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Freight Terms,Address 2: Latitude,Address 2: Longitude,Address 2: Name,Address 2: Post Office Box,Address 2: Primary Contact Name,Address 2: Shipping Method,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: UPS Zone,Address 2: UTC Offset,Address 2: ZIP/Postal Code,Address Phone,Aging 30,Aging 60,Aging 90,Annual Revenue,Business Type,Category,Classification,Created By,Created On,Credit Hold,Credit Limit,Customer Size,Description,Do not allow Bulk E-mails,Do not allow Bulk Mails,Do not allow E-mails,Do not allow Faxes,Do not allow Mails,Do not allow Phone Calls,E-mail,E-mail Address 2,E-mail Address 3,Fax,FTP Site,Industry,Last Date Included in Campaign,Market Capitalization,Modified By,Modified On,No. of Employees,Originating Lead,Other Phone,Propriétaire,Ownership,Parent Account,Payment Terms,Preferred Day,Preferred Facility/Equipment,Preferred Method of Contact,Preferred Service,Preferred Time,Preferred User,Price List,Relationship Type,Send Marketing Materials,Shares Outstanding,Shipping Method,SIC Code,Status,Status Reason,Stock Exchange,Telephone 3,Territory,Territory Code,Ticker Symbol,Web Site
Fournitures pour remise en forme ABC,Vanessa Garcia,123 4567,SOLE211D,3,,Dijon,France,,,,,,,,,,Bourgogne,225, impasse du Samedi,,,,,,21000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"179 000 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,5229,Allan Guinot,,Alan Jackson,2,,4,,,1,,,,33,5,0,,,,Actif,1,,,Est,,,
Centre du cycle ABC,Andreas Herbinger,123 4567,DIS0F91C,2,,Nice,France,,,,,,,,,,Provence - Alpes - Côte d'Azur,113, boulevard du Jeudi,,,,,,O6100,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"400 000 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,8023,Andreas Herbinger,,Jose Curry,2,,4,,,3,,,,33,8,0,,,,Inactif,2,,,Centre,,,
Centre de remise en forme LMN,Michael Ovesen,123 4567,CONBS0L8,3,,Orléans,France,,,,,,,,,,Centre,778, impasse du Lundi,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"80 000 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,68,,,Jose Curry,2,,4,,,1,,,,33,3,0,,,,Actif,1,,,Centre,,,
Centre d'activités XYZ,Olaf Stronczyk,123 4567,BLBCO9C8,3,,Ajaccio,France,,,,,,,,,,Corse,112, rue du Lundi,,,,,,20090,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"1 250 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,92,,,Jose Curry,2,,4,,,1,,,,33,3,0,,,,Actif,1,,,Centre,,,
Fournitures pour VTT XYZ,Nuria Gonzalez,123 4567,,2,,Ajaccio,France,,,,,,,,,,Corse,225, rue du Vendredi,,,,,,20090,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"8 500 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,79,,,Alan Jackson,,,4,,,1,,,,14,3,0,,,,Actif,1,,,Est,,,
Accessoires de remise en forme LMN,Peter Meulman,123 4567,,1,,Paris,France,,,,,,,,,,Île-de-France,112, boulevard du Dimanche,,,,,,75010,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"745 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,81,,,Alan Jackson,,,4,,,5,,,,33,3,0,,,,Actif,1,,,Est,,,
Entreprise de vélos ABC,Alexander Holy,123 4567,NKLVHID9,1,,Toulouse,France,,,,,,,,,,Midi - Pyrénées,223, avenue du Samedi,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"45 000 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,470,,,Gail Erickson,2,,4,,,3,,,,33,3,0,,,,Actif,1,,,Ouest,,,
Accessoires pour VTT XYZ,Jan Kotas,123 4567,,2,,Amiens,France,,,,,,,,,,Picardie,556, avenue du Vendredi,,,,,,80080,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"64 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,84,,,Gail Erickson,,,4,,,5,,,,33,3,0,,,,Actif,1,,,Ouest,,,
Fournitures pour VTT ABC,Nils Blaauboer,123 4567,,1,,Rennes,France,,,,,,,,,,Bretagne,225, rue du Mercredi,,,,,,35200,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"200 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,400,,,Gail Erickson,,,4,,,1,,,,14,3,0,,,,Actif,1,,,Ouest,,,
Centre de sport LMN,Delphine Ribaute,123 4567,DARR1947,2,,Saint-Étienne,France,,,,,,,,,,Rhône - Alpes,113, avenue du Vendredi,,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"165 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,253,,,Jose Curry,2,,4,,,1,,,,14,3,0,,,,Actif,1,,,Centre,,,
Équipements pour cycles ABC,Roland Wacker,123 4567,OBC345T4,3,,Strasbourg,France,,,,,,,,,,Alsace,223, rue du Samedi,,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"11 500 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,22,,,Jose Curry,2,,4,,,2,,,,33,3,0,,,,Actif,1,,,Centre,,,
Détaillants des loisirs LMN,ThomasBardenfleth Nielsen,123 4567,EXSG7364,2,,Montpellier,France,,,,,,,,,,Languedoc - Roussillon,778, rue du Lundi,,,,,,34070,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"745 000 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,38,,,Jose Curry,2,,4,,,2,,,,14,3,0,,,,Actif,1,,,Centre,,,
Équipements pour VTT ABC,Andrea Dunker,123 4567,RDMJ7UY6,3,,Rouen,France,,,,,,,,,,Haute-Normandie,225, avenue du Mercredi,,,,,,76000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"165 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,24,,,Jose Curry,2,,4,,,1,,,,33,3,0,,,,Actif,1,,,Centre,,,
Équipements de loisirs LMN,Anders Langvad-Nielsen,123 4567,LLOGD78H,2,,Limoges,France,,,,,,,,,,Limousin,344, avenue du Vendredi,,,,,,87100,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"76 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,379,,,Gail Erickson,2,,4,,,1,,,,14,3,0,,,,Actif,1,,,Ouest,,,
Détaillants pour vélos LMN,Steffen Tschimmel,123 4567,FRI9941F,3,,Reims,France,,,,,,,,,,Champagne - Ardenne,113, rue du Vendredi,,,,,,51100,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"950 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,8100,JaimeHumbertoBastidas Patiño,,Alan Jackson,2,,4,,,1,,,,33,8,0,,,,Actif,1,,,Est,,,
Location de VTT LMN,Dieter Massalsky,123 4567,TBSSD324,2,,Rennes,France,,,,,,,,,,Bretagne,334, boulevard du Dimanche,,,,,,35200,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"26 000 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,8,,,Jose Curry,2,,4,,,2,,,,14,3,0,,,,Actif,1,,,Centre,,,
Centre d'activités ABC,Barbara Mayer,123 4567,,3,,Montpellier,France,,,,,,,,,,Languedoc - Roussillon,445, rue du Dimanche,,,,,,34070,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"25 500 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,79,,,Gail Erickson,,,4,,,1,,,,33,3,0,,,,Actif,1,,,Ouest,,,
Fournitures de compétition ABC,Alessandro Leoni,123 4567,,2,,Lyon,France,,,,,,,,,,Rhône - Alpes,225, boulevard du Dimanche,,,,,,69001,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"52 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,198,,,Alan Jackson,,,4,,,1,,,,14,3,0,,,,Actif,1,,,Est,,,
Accessoires pour vélos ABC,Joris Kalz,123 4567,BDAS3HF8,2,,Besançon,France,,,,,,,,,,Franche-Comté,788, boulevard du Samedi,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"40 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,399,,,Jose Curry,2,,4,,,2,,,,33,3,0,,,,Actif,1,,,Centre,,,
Magasin de loisirs LMN,Nurhan Güran,123 4567,VTRE44R3,1,,Marseille,France,,,,,,,,,,Provence - Alpes - Côte d'Azur,334, rue du Mardi,,,,,,13001,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"265 000 000,00 €",,1,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,11,,,Jose Curry,2,,4,,,3,,,,14,3,0,,,,Actif,1,,,Centre,,,
Accessoires de sport ABC,Guido Chuffart,123 4567,BOBC3J9U,2,,Besançon,France,,,,,,,,,,Franche-Comté,112, boulevard du Lundi,,,,,,25000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"1 460 000 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,33,,,First name Last name,1/24/2008,54,,,Jose Curry,2,,4,,,2,,,,33,3,0,,,,Actif,1,,,Centre,,,
Équipements pour vélo XYZ,Thorsten Scholl,123 4567,RACA7278,2,,Orléans,France,,,,,,,,,,Centre,225, avenue du Mardi,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,123 4567,,,,"28 000 000,00 €",,2,,First name Last name,1/24/2008,0,,,,,,0,0,0,0,someone@example.com,,,,,14,,,First name Last name,1/24/2008,1258,Thorsten Scholl,,Gail Erickson,2,,4,,,1,,,,14,8,0,,,,Actif,1,,,Ouest,,,
